id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
1844,Blueberry Garden Review,6,okay,Daemon Hatfield,,2009-06-25,95405c3f-4dcc-4fd5-a9bf-e6fd23d3f00b,/articles/2009/06/25/blueberry-garden-review,Blueberry Garden,2009-06-10,PC,Other,,,Independent,Independent,947f8a8d-2da3-4f96-8d68-427294ec1d7c,/games/blueberry-garden
1845,Blue Blocks,8.4,great,Levi Buchanan,,2004-11-15,e3a2975f-dbcc-4587-bb42-7a09c26ba7a3,/articles/2004/11/15/blue-blocks,Blue Blocks,2004-03-04,Wireless,Puzzle,Number Of Players,,Blue Lava Wireless,Blue Lava Wireless,3f1ab857-7e61-470e-a9f7-373206b2e874,/games/blue-blocks
1846,Blue Dragon AU Review,7,good,,,2007-08-26,6813e7c5-1b53-4aac-a984-713e5ced0c1f,/articles/2007/08/26/blue-dragon-au-review,Blue Dragon,2007-08-28,Xbox 360,RPG,"['720p', 'Downloadable Content', 'Dolby Digital 5.1']",Blue Dragon,Mistwalker,Microsoft Game Studios,b142ff10-df56-4739-b7e0-951f91fea70f,/games/blue-dragon
1847,Blue Dragon: Awakened Shadow Review,8,great,Lucas M. Thomas,,2010-06-03,9ac63de2-9fc2-42c7-8f85-3c06aba35346,/articles/2010/06/03/blue-dragon-awakened-shadow-review,Blue Dragon: Awakened Shadow,2010-05-18,Nintendo DS,RPG,"['Number Of Players', 'Online - Co-Op Number Of Players', 'Online', 'Local - Co-Op # of Players', 'Multi-cartridge Multiplayer', 'Online Co-Op Multiplayer', 'Offline Co-Op Multiplayer']",Blue Dragon,tri-Crescendo,"['Bandai Namco Games', 'D3 Publisher']",03b70a1d-529a-49b3-9835-6050f52081da,/games/blue-dragon-awakened-shadow
1848,Blue Dragon Plus AU Review,8.1,great,Patrick Kolan,,2009-02-12,76fd8dc4-2e7f-47b7-86c5-d0f688489ff7,/articles/2009/02/12/blue-dragon-plus-au-review,Blue Dragon Plus,2009-02-24,Nintendo DS,"['RPG', 'Strategy']",,Blue Dragon,Feel Plus,"['AQ Interactive', 'Ignition Entertainment']",8e5791fa-25e2-41ef-9662-bb43f3740e7d,/games/blue-dragon-plus
1849,Blue Dragon Plus Review,8,great,Mark Bozon,,2009-02-25,d4dbec68-c156-4378-8b1c-43cd6937d6c0,/articles/2009/02/25/blue-dragon-plus-review,Blue Dragon Plus,2009-02-24,Nintendo DS,"['RPG', 'Strategy']",,Blue Dragon,Feel Plus,"['AQ Interactive', 'Ignition Entertainment']",8e5791fa-25e2-41ef-9662-bb43f3740e7d,/games/blue-dragon-plus
1850,Blue Dragon Review,7.9,good,Erik Brudvig,,2007-08-15,e4de2c79-369a-42d6-ab25-a52df22d33f6,/articles/2007/08/15/blue-dragon-review,Blue Dragon,2007-08-28,Xbox 360,RPG,"['720p', 'Downloadable Content', 'Dolby Digital 5.1']",Blue Dragon,Mistwalker,Microsoft Game Studios,b142ff10-df56-4739-b7e0-951f91fea70f,/games/blue-dragon
1851,Blue Estate Review,3,awful,Vince Ingenito,,2014-07-01,6e4c4529-51ef-43a8-b1fd-b9b958031d73,/articles/2014/07/01/blue-estate-review,Blue Estate,2014-06-24,"['PlayStation 4', 'Xbox One', 'PC']",Shooter,"['Leap Motion Controller', 'Kinect']",,HeSaw,"['HeSaw', 'Focus Home Interactive']",78fbbfae-3a15-46e9-8a76-a1ee90761ffc,/games/blue-estate
1852,Blue Fire Review,8,great,Brendan Graeber,,2021-02-04,85880c59-ef6f-473c-8872-1113693254b5,/articles/blue-fire-review,Blue Fire,2021-02-04,"['Nintendo Switch', 'PC', 'Stadia', 'PlayStation 4']","['Action', 'Adventure', 'Platformer']",,,Robi Studios,Graffiti Games,6707fdc7-4fcc-430e-9e15-b30cfe254c78,/games/blue-fire
1853,Blue Lightning,9,amazing,,,1999-07-07,62052bd9-2902-4807-b2c6-24ab2f120b17,/articles/1999/07/07/blue-lightning,Blue Lightning,1991-12-15,"['Lynx', 'Jaguar CD', 'PC']","['Action', 'Flight']",,,"['Epyx', 'Attention to Detail (ATD)']",Atari Corp. (1984-2003),313a76db-d9fc-4f3e-8954-5947036d050f,/games/blue-lightning
1854,Blues Brothers 2000,5.4,mediocre,,,2000-09-06,5a71081e-db08-4e54-bcdb-3b6240642fa2,/articles/2000/09/06/blues-brothers-2000,Blues Brothers 2000,2000-11-17,Nintendo 64,Platformer,"['Number Of Players', 'Memory Card', 'Vibration']",The Blues Brothers,Player 1,"['Electro Source', 'Titus']",70a41a8b-17f4-4adb-8d08-c3d2ab77f775,/games/blues-brothers-2000
1855,Blue's Journey Review,6,okay,Lucas M. Thomas,,2007-11-22,a134e840-00f9-4a2e-ac8c-899b9681d12a,/articles/2007/11/22/blues-journey-review,Blue's Journey,1990-12-31,"['NeoGeo', 'Wii', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']","['Action', 'Platformer']",Number Of Players,,"['SNK [1978-2001]', 'Alpha Denshi']","['SNK Playmore', 'SNK [1978-2001]', 'Hamster Corporation']",9282dab0-0c2d-4fbc-a650-259d5fc6e59f,/games/blues-journey
1856,Blue's Journey Review,6,okay,Lucas M. Thomas,,2007-11-21,ab6cd07b-4bdf-42f2-8574-b7787b40442e,/articles/2007/11/21/blues-journey-review-2,Blue's Journey,1990-12-31,"['NeoGeo', 'Wii', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']","['Action', 'Platformer']",Number Of Players,,"['SNK [1978-2001]', 'Alpha Denshi']","['SNK Playmore', 'SNK [1978-2001]', 'Hamster Corporation']",9282dab0-0c2d-4fbc-a650-259d5fc6e59f,/games/blues-journey
1857,Blue Skies iPhone Review,6,okay,George Roush,,2008-09-11,dd517e1e-7c1c-4ec8-bf2d-7dd28ac34f75,/articles/2008/09/11/blue-skies-iphone-review,Blue Skies: Air Force Academy,2008-01-01,"['iPhone', 'Android']",Action,Number Of Players,,Rocking Pocket Games,Rocking Pocket Games,1e93f2b3-cff6-47ce-9afb-c5ffa5c1658f,/games/blue-skies-151030
1858,Blue Stinger,8.4,great,,,1999-09-09,1b969386-128a-44db-8e59-eab69745c434,/articles/1999/09/09/blue-stinger,Blue Stinger,1999-08-31,Dreamcast,Action,"['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",,Climax Graphics (JP),"['Activision', 'ACE (2)']",d8100964-072a-441f-a5cd-b8e222b6ec70,/games/blue-stinger-167932
1859,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 1 Review,4.5,bad,Ryan Clements,,2010-03-29,968ce156-a6b5-4a36-ac97-3777a55c10c3,/articles/2010/03/29/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-1-review,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 1,2010-03-25,PlayStation 3,"['Episodic', 'Adventure']","['Local - Co-Op # of Players', 'Online', 'Number Of Players']",,Relentless Software,Relentless Software,96076344-4f59-4deb-b524-79b20dff9b35,/games/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-1
1860,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 2 Review,4.5,bad,Ryan Clements,,2010-03-29,16dfa9cd-fc48-4f74-aa14-9d365a254212,/articles/2010/03/29/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-2-review,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 2,2010-03-25,PlayStation 3,"['Episodic', 'Adventure']","['Number Of Players', 'Online', 'Local - Co-Op # of Players']",,Relentless Software,Relentless Software,73a5e4a6-19b0-4f49-93ba-039c54f7458a,/games/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-2
1861,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 3 Review,4.5,bad,Ryan Clements,,2010-03-29,aa1d6b62-3665-492a-a3ba-35f9f02bfd1d,/articles/2010/03/29/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-3-review,Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 3,2010-03-25,PlayStation 3,"['Adventure', 'Episodic']","['Online', 'Local - Co-Op # of Players', 'Number Of Players']",,Relentless Software,Relentless Software,7ddec5ba-b0a6-4618-a683-f8d342135a2b,/games/blue-toad-murder-files-the-mysteries-of-little-riddle-episode-3
1862,Blur Review,7,good,Anthony Gallegos,,2010-06-01,161fe5a0-1ea9-4b0a-bebf-ff63df17f3cb,/articles/2010/06/01/blur-review-2,Blur,2010-05-25,"['Xbox 360', 'PlayStation 3', 'PC', 'Wireless']",Racing,"['Online', 'Online - VS Number Of Players', 'Number Of Players', 'Local - VS # of Players', 'Online Versus Multiplayer', 'Online Leaderboards']",,"['Bizarre Creations', 'Glu Mobile']","['Activision', 'Square Enix', 'Glu Mobile']",7961db77-e114-4edb-a296-d7ea0e342ee0,/games/blur
1863,Blur Review,7,good,Anthony Gallegos,,2010-06-02,66efd57c-779d-4f13-bc0b-9f040b63235e,/articles/2010/06/02/blur-review,Blur,2010-05-25,"['Xbox 360', 'PlayStation 3', 'PC', 'Wireless']",Racing,"['Online', 'Online - VS Number Of Players', 'Number Of Players', 'Local - VS # of Players', 'Online Versus Multiplayer', 'Online Leaderboards']",,"['Bizarre Creations', 'Glu Mobile']","['Activision', 'Square Enix', 'Glu Mobile']",7961db77-e114-4edb-a296-d7ea0e342ee0,/games/blur
1864,Blur Review,7,good,Anthony Gallegos,,2010-05-25,adab8492-3642-41b0-9f85-3c5cb0b8f7e5,/articles/2010/05/25/blur-review-3,Blur,2010-05-25,"['Xbox 360', 'PlayStation 3', 'PC', 'Wireless']",Racing,"['Online', 'Online - VS Number Of Players', 'Number Of Players', 'Local - VS # of Players', 'Online Versus Multiplayer', 'Online Leaderboards']",,"['Bizarre Creations', 'Glu Mobile']","['Activision', 'Square Enix', 'Glu Mobile']",7961db77-e114-4edb-a296-d7ea0e342ee0,/games/blur
1865,Blur UK Review,9,amazing,Martin Robinson,,2010-06-03,6afac98c-29b7-45e5-888d-263661092dad,/articles/2010/06/03/blur-uk-review,Blur,2010-05-25,"['Xbox 360', 'PlayStation 3', 'PC', 'Wireless']",Racing,"['Online', 'Online - VS Number Of Players', 'Number Of Players', 'Local - VS # of Players', 'Online Versus Multiplayer', 'Online Leaderboards']",,"['Bizarre Creations', 'Glu Mobile']","['Activision', 'Square Enix', 'Glu Mobile']",7961db77-e114-4edb-a296-d7ea0e342ee0,/games/blur
1866,BMX XXX,6,okay,,,2002-11-13,03c55d2d-c497-45f4-9364-c694e8bc9fed,/articles/2002/11/13/bmx-xxx-2,BMX XXX,2002-11-12,"['Xbox', 'PlayStation 2', 'GameCube']",Sports,"['Custom Soundtrack', '480p', 'Dolby Digital 5.1', '16:9', 'Number Of Players', 'Memory Card', 'DualShock', 'Vibration', 'Memory Blocks']",,Z-Axis,"['Acclaim Entertainment', 'ACE (2)']",86d18837-985b-49bd-85cb-07653a1e39ea,/games/bmx-xxx
1867,BMX XXX,6.8,okay,Matt Casamassina,,2002-12-02,9300d1b0-36b7-46a5-9761-729710c97bf5,/articles/2002/12/02/bmx-xxx,BMX XXX,2002-11-12,"['Xbox', 'PlayStation 2', 'GameCube']",Sports,"['Custom Soundtrack', '480p', 'Dolby Digital 5.1', '16:9', 'Number Of Players', 'Memory Card', 'DualShock', 'Vibration', 'Memory Blocks']",,Z-Axis,"['Acclaim Entertainment', 'ACE (2)']",86d18837-985b-49bd-85cb-07653a1e39ea,/games/bmx-xxx
1868,BMX XXX Review,6.8,okay,,,2002-11-12,5b69e2b5-79ef-4039-8709-ac804abe78e5,/articles/2002/11/12/bmx-xxx-review,BMX XXX,2002-11-12,"['Xbox', 'PlayStation 2', 'GameCube']",Sports,"['Custom Soundtrack', '480p', 'Dolby Digital 5.1', '16:9', 'Number Of Players', 'Memory Card', 'DualShock', 'Vibration', 'Memory Blocks']",,Z-Axis,"['Acclaim Entertainment', 'ACE (2)']",86d18837-985b-49bd-85cb-07653a1e39ea,/games/bmx-xxx
1869,Boarder Zone,7,good,Craig Harris,,2000-01-13,2bc88200-77a3-4492-bbd4-5c3bb2715254,/articles/2000/01/13/boarder-zone-3,Boarder Zone,1999-12-15,"['Game Boy Color', 'PC', 'Dreamcast']",Sports,"['Number Of Players', 'Memory Card', 'Vibration', 'Online', 'DualShock']",,"['Software Creations', 'Housemarque']","['Infogrames', 'Electro Source']",fabbf174-ff98-4398-8886-af45dc773de8,/games/boarder-zone
1870,Boarder Zone,8,great,,,2000-03-11,3e40fb4d-14ad-4be7-a0f6-326731d5e019,/articles/2000/03/11/boarder-zone,Boarder Zone,1999-12-15,"['Game Boy Color', 'PC', 'Dreamcast']",Sports,"['Number Of Players', 'Memory Card', 'Vibration', 'Online', 'DualShock']",,"['Software Creations', 'Housemarque']","['Infogrames', 'Electro Source']",fabbf174-ff98-4398-8886-af45dc773de8,/games/boarder-zone
1871,Boardwalk Ball Toss Review,3.5,awful,Lucas M. Thomas,,2011-07-01,2f779918-6b1d-4455-a4d7-a15a7943620a,/articles/2011/07/01/boardwalk-ball-toss-review,Boardwalk Ball Toss,2011-06-30,Nintendo DSi,Action,Number Of Players,,Skyworks Interactive,Skyworks Interactive,b837241d-d308-40b2-b7e0-cb9e087fdeb7,/games/boardwalk-ball-toss
1872,Bobby Carrot Forever Review,7,good,Lucas M. Thomas,,2011-07-22,c8b1a77a-85d0-441d-9884-9f5e0557ad45,/articles/2011/07/22/bobby-carrot-forever-review,Bobby Carrot 5: Forever,2009-01-23,"['iPhone', 'Wii', 'Wireless']","['Puzzle', 'Adventure']",,,FDG Entertainment,FDG Entertainment,e928193b-7d1b-4710-a2b3-e609b6cf30f7,/games/bobby-carrot-5-forever
1873,Bode Miller Alpine Skiing,7,good,Levi Buchanan,,2006-01-31,7aad81d4-d134-4006-abef-9b79b017fbee,/articles/2006/01/31/bode-miller-alpine-skiing,Bode Miller Alpine Skiing,2006-02-01,"['PlayStation 2', 'PC', 'Wireless']","['Racing', 'Sports']","['Memory Card', 'Number Of Players', 'Online']",,"['49Games', 'Abandon Mobile']","['Valcon Games', 'Ingram Entertainment', 'Merscom', 'Abandon Mobile']",c4850508-275b-4942-a93e-fed07ded53e4,/games/bode-miller-alpine-racing
1874,Bode Miller Alpine Skiing Review,3.2,awful,Ed Lewis,,2006-03-01,f0bd7562-b376-4ba0-bde4-82e7ba3fc3a0,/articles/2006/03/01/bode-miller-alpine-skiing-review,Bode Miller Alpine Skiing,2006-02-01,"['PlayStation 2', 'PC', 'Wireless']","['Racing', 'Sports']","['Memory Card', 'Number Of Players', 'Online']",,"['49Games', 'Abandon Mobile']","['Valcon Games', 'Ingram Entertainment', 'Merscom', 'Abandon Mobile']",c4850508-275b-4942-a93e-fed07ded53e4,/games/bode-miller-alpine-racing
1875,Body and Brain Connection Review,5,mediocre,Kristine Steimer,,2011-02-18,d3914ae5-331f-49aa-8d97-ccf1005220c8,/articles/2011/02/18/body-and-brain-connection-review,Body and Brain Connection,2011-02-08,Xbox 360,Educational,"['Kinect', 'Local - VS # of Players', 'Number Of Players']",,,Bandai Namco Games,720c5591-cd2f-4eb4-a7ea-d301d897fdd1,/games/body-and-brain-connection
1876,Bodycount Review,6,okay,Ryan Clements,,2011-08-31,b3faae73-7ff2-4ea3-b91f-87410d2e21e0,/articles/2011/08/31/bodycount-review,Bodycount,2011-08-30,"['Xbox 360', 'PlayStation 3']","['Shooter', 'Action']","['Online - VS Number Of Players', 'Online - Co-Op Number Of Players', 'Online', 'Number Of Players']",,Codemasters Studios Guildford,Codemasters,94b1b7f5-5f58-41ff-b8cb-16545ccc7e11,/games/bodycount
1877,Body Harvest Review,8.4,great,Peer Schneider,,1998-10-23,2737264d-47cf-4ae1-9d05-0c44232b1b28,/articles/1998/10/23/body-harvest,Body Harvest,1998-10-20,Nintendo 64,Action,"['Vibration', 'Cartridge Save']",,DMA Design,Midway  Games,1234788b-5300-4c32-902c-499794a18713,/games/body-harvest
1878,Bogey Dead 6,6,okay,,,1996-11-22,25a8ea6e-f333-4b59-b9db-8999786fd102,/articles/1996/11/22/bogey-dead-6,Bogey Dead 6,1996-08-06,PlayStation,"['Flight', 'Action']","['Number Of Players', 'Memory Card']",,"['Bit Town', 'Asmik Corporation']","['Electro Source', 'Sony Computer Entertainment']",6dbc8294-b8bd-4314-a15c-75005acbe8a1,/games/bogey-dead-6
1879,Boggle Plus,6,okay,,,1999-06-22,899551f1-74c8-417f-b493-75b4fc8ef3f3,/articles/1999/06/22/boggle-plus,Boggle Plus,1992-12-31,Game Boy,Puzzle,Number Of Players,Boggle,Parker Bros.,Parker Bros.,a8dd9da8-485c-4da0-ad84-c313ae22d68e,/games/boggle-plus
1880,Boiling Point,7,good,,,2005-07-08,a13bb42f-272b-4210-b537-81f0ad6e3d74,/articles/2005/07/08/boiling-point,Boiling Point: Road to Hell,2005-06-06,PC,Shooter,Number Of Players,,Deep Shadows,"['Atari', 'Ingram Entertainment']",d128fa8e-704a-4904-8b2e-3f27b5b21b32,/games/boiling-point-road-to-hell
1881,Boing! Docomodake Review,7.5,good,Mark Bozon,,2009-03-11,937c5f97-b72b-4843-b1b2-97b1d2a5696b,/articles/2009/03/11/boing-docomodake-review,Boing! Docomodake DS,2009-03-10,Nintendo DS,"['Adventure', 'Action']",Single-Cartridge Downloadable Multiplayer,,AQ Interactive,"['Ignition Entertainment', 'AQ Interactive']",3af6e5bc-8fe6-4d3c-a2f4-86c3100b4405,/games/boing-docomodake-ds
1882,Boingz Review,7,good,Matt Casamassina,,2008-11-25,a1a677fd-b964-4fa0-b275-2287b0bbff04,/articles/2008/11/25/boingz-review,Boingz,2009-11-24,Wii,Platformer,,,NinjaBee,RealArcade,d3f464f8-fafb-472b-9b29-03419d9d9e84,/games/boingz
1883,Boktai,8.5,great,Craig Harris,,2003-09-16,261657d5-e376-4a77-b608-d80cfc8bc1b4,/articles/2003/09/16/boktai,Boktai,2003-09-16,Game Boy Advance,"['Action', 'Adventure']","['Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Boktai,Konami JPN (KCEJ),Konami,3a4d57c1-9108-4bd7-b6c2-b79951502ad2,/games/boktai
1884,Boktai 2: Solar Boy Django,8,great,Craig Harris,,2004-11-02,8f1455e2-9f17-4e88-8365-c11dac548679,/articles/2004/11/02/boktai-2-solar-boy-django,Boktai 2: Solar Boy Django,2004-10-19,Game Boy Advance,Adventure,,Boktai,Konami JPN (KCEJ),Konami,a91e6f1d-ea86-48fb-8e57-0a75c45c72f9,/games/boktai-2-solar-boy-django
1885,Bolt Review,5.1,mediocre,Ryan Clements,,2008-11-24,70781532-aa54-4316-ab9b-a999c418c0c8,/articles/2008/11/24/bolt-review-4,Bolt,2008-11-18,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'PC', 'Xbox 360']","['Platformer', 'Action']","['Online', 'Multi-cartridge Multiplayer']",,"['Avalanche Software (USA)', 'Altron']",Disney Interactive Studios,9589b4fc-1219-4f18-acee-606b88d28d23,/games/bolt
1886,Bolt Review,4.5,bad,Jack DeVries,,2008-12-05,8ea2303c-73d7-48df-a3a5-2ae1fb81f154,/articles/2008/12/05/bolt-review,Bolt,2008-11-18,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'PC', 'Xbox 360']","['Platformer', 'Action']","['Online', 'Multi-cartridge Multiplayer']",,"['Avalanche Software (USA)', 'Altron']",Disney Interactive Studios,9589b4fc-1219-4f18-acee-606b88d28d23,/games/bolt
1887,Bolt Review,5.1,mediocre,Ryan Clements,,2008-11-24,be1819b1-7a23-423f-98ca-52088fbab83e,/articles/2008/11/24/bolt-review-3,Bolt,2008-11-18,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'PC', 'Xbox 360']","['Platformer', 'Action']","['Online', 'Multi-cartridge Multiplayer']",,"['Avalanche Software (USA)', 'Altron']",Disney Interactive Studios,9589b4fc-1219-4f18-acee-606b88d28d23,/games/bolt
1888,Bolt Review,5.1,mediocre,Ryan Clements,,2008-11-24,cd655115-1ad1-4810-8f4e-28bf318a65ee,/articles/2008/11/24/bolt-review-5,Bolt,2008-11-18,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'PC', 'Xbox 360']","['Platformer', 'Action']","['Online', 'Multi-cartridge Multiplayer']",,"['Avalanche Software (USA)', 'Altron']",Disney Interactive Studios,9589b4fc-1219-4f18-acee-606b88d28d23,/games/bolt
1889,Bolt Review,5.1,mediocre,Ryan Clements,,2008-11-24,cf6de25f-0d25-496d-b754-bed527c4dc2d,/articles/2008/11/24/bolt-review-2,Bolt,2008-11-18,"['Nintendo DS', 'Wii', 'PlayStation 3', 'PlayStation 2', 'PC', 'Xbox 360']","['Platformer', 'Action']","['Online', 'Multi-cartridge Multiplayer']",,"['Avalanche Software (USA)', 'Altron']",Disney Interactive Studios,9589b4fc-1219-4f18-acee-606b88d28d23,/games/bolt
1890,Bombastic,8.5,great,,,2003-08-26,26efda32-813a-40a1-a1e6-6f0e9a8afc0f,/articles/2003/08/26/bombastic,Bombastic,2003-08-26,PlayStation 2,Puzzle,"['DualShock', 'Vibration', 'Number Of Players', 'Memory Card']",,Shift,"['Capcom', 'Ingram Entertainment']",ad1c0028-9637-47ea-82e9-e3f5e536c803,/games/bombastic
1891,Bomber Crew Review,8.5,great,GB Burford,,2017-10-26,7dc5e8b7-edac-4267-9d83-64e522f7e604,/articles/2017/10/26/bomber-crew-review,Bomber Crew,2017-10-19,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Flight', 'Strategy', 'Simulation']",,,Runner Duck,Curve Digital,f408d52c-20a8-4508-9e46-3a9143523df3,/games/bomber-crew
1892,Bomberman,9,amazing,Levi Buchanan,,2004-01-02,830eee4e-029b-4862-a59c-c0967f543af9,/articles/2004/01/02/bomberman-4,Bomberman,1986-05-05,"['NES', 'Sharp X68000', 'Game Boy Advance', 'Famicom Disk System', 'Wireless']","['Action', 'Puzzle']","['Number Of Players', 'Cartridge Save', 'Password Save']",Bomberman,"['Hudson Soft', 'SystemSoft Alpha', 'FT Mobile']","['Ingram Entertainment', 'Nintendo', 'Hudson Soft']",7955d030-31c0-4f5b-a48b-e9228f938775,/games/bomberman
1893,Bomberman,7.5,good,Craig Harris,,2005-06-21,8ef1e8b1-a40c-4927-b434-cfc7c554f19a,/articles/2005/06/21/bomberman,Bomberman [DS],2005-06-21,Nintendo DS,Action,"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save', 'Single-Cartridge Downloadable Multiplayer']",Bomberman,Hudson Soft,"['Ubisoft', 'Ingram Entertainment']",f84e5099-8021-4dae-9cb7-540a2a856e1e,/games/bomberman-ds
1894,Bomberman,6,okay,Levi Buchanan,,2004-08-19,ceade75f-6b32-4c5b-b166-f6c9794f61e1,/articles/2004/08/19/bomberman-2,Bomberman [N-Gage],2004-08-03,N-Gage,"['Action', 'Puzzle']","['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer']",Bomberman,Hudson Soft,Hudson Soft,df98279f-ed5a-4c04-918e-194438478d44,/games/bomberman-ngage
1895,Bomberman 64,7.6,good,Doug Perry,,1997-12-03,a0aa8556-47d3-40a6-a6e8-715e89872b46,/articles/1997/12/03/bomberman-64,Bomberman 64,1997-12-01,"['Nintendo 64', 'Wii U']",Action,"['Number Of Players', 'DualShock']",Bomberman,Hudson Soft,"['Electro Source', 'Nintendo']",08567265-b6a4-4f2d-b74b-000188301d76,/games/bomberman-64
1896,Bomberman 64 2 (Import),7.6,good,,,1999-12-16,399664a1-377c-4f0e-b5ff-fd70e412807d,/articles/1999/12/16/bomberman-64-2-import,Bomberman 64: The Second Attack,2000-02-22,Nintendo 64,Action,"['Number Of Players', 'Memory Card', 'Vibration']",Bomberman,Hudson Soft,"['Fillpoint', 'Vatical Entertainment']",4f44694c-3177-4b6d-a03b-c2a05cca3e2d,/games/bomberman-64-the-second-attack
1897,Bomberman '93 Review,8.5,great,Lucas M. Thomas,,2006-12-02,adb20564-47b4-49cb-b93b-938ac5c4e363,/articles/2006/12/02/bomberman-93-review,Bomberman '93,1993-06-01,"['TurboGrafx-16', 'Wii', 'Wii U']",Action,"['Number Of Players', 'Local - VS # of Players']",Bomberman,Hudson Soft,Hudson Soft,7ddd691c-31da-4a20-9165-b7998add8f8f,/games/bomberman-93
1898,Bomberman '93 Virtual Console Review,8.5,great,Lucas M. Thomas,,2006-12-02,014f29ce-9976-4fe8-b957-255c283de638,/articles/2006/12/02/bomberman-93-virtual-console-review,Bomberman '93,1993-06-01,"['TurboGrafx-16', 'Wii', 'Wii U']",Action,"['Number Of Players', 'Local - VS # of Players']",Bomberman,Hudson Soft,Hudson Soft,7ddd691c-31da-4a20-9165-b7998add8f8f,/games/bomberman-93
1899,Bomberman '94 Review,8,great,Lucas M. Thomas,,2009-04-16,83dda28a-3a63-40cd-9ab5-23208e60de75,/articles/2009/04/16/bomberman-94-review,Bomberman '94,1994-06-01,"['Genesis', 'Wii', 'PlayStation Portable', 'PlayStation 3', 'TurboGrafx-CD', 'TurboGrafx-16']",Action,Number Of Players,Bomberman,Hudson Soft,"['Electro Source', 'Hudson Soft']",a57d91b1-80b9-4425-b262-a5f88baf6f44,/games/bomberman-94
1900,Bomberman Act: Zero Review,3,awful,,,2006-08-31,bd41c6c6-dde2-45f6-841c-2b157f9c9b48,/articles/2006/08/31/bomberman-act-zero-review,Bomberman: Act Zero,2006-08-29,Xbox 360,Action,"['Number Of Players', 'Memory Card', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players']",Bomberman,Hudson Soft,"['Ingram Entertainment', 'Konami']",d9b902a2-eb1e-4b52-b609-d0455019ba9a,/games/bomberman-act-zero
1901,Bomberman Blast Review,8.1,great,Daemon Hatfield,,2008-09-29,0f436c87-a2d3-46b0-81d9-c931e61e1068,/articles/2008/09/29/bomberman-blast-review,Bomberman Blast,2008-09-29,Wii,Action,"['Number Of Players', 'Online']",Bomberman,Hudson Soft,Hudson Soft,60079eca-6b46-4a27-8b5c-e555752e8bc8,/games/bomberman-blast
1902,Bomberman Fantasy Race,6.8,okay,,,1999-08-05,98ef0578-6499-45df-b152-f13bc22ff69a,/articles/1999/08/05/bomberman-fantasy-race-2,Bomberman Fantasy Race,1999-07-27,"['PlayStation', 'PlayStation Portable', 'PlayStation 3']",Racing,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",Bomberman,Hudson Soft,"['Fillpoint', 'Atlus']",7d44b4f5-ee1d-401b-9ef2-ec7f7685950a,/games/bomberman-fantasy-race
1903,Bomberman for iPod Review,7.9,good,Levi Buchanan,,2008-01-02,68288230-2e0e-450b-8c21-9941e7d71c72,/articles/2008/01/02/bomberman-for-ipod-review,Bomberman [iPod],2008-01-01,iPod,Action,Number Of Players,Bomberman,Hudson Soft,Hudson Soft,36791e91-c3b3-4c10-8ab2-b110f5167671,/games/bomberman-ipod
1904,Bomberman GB,8,great,,,1999-06-22,58c0a6d8-1462-4b8c-8550-4effefda5e45,/articles/1999/06/22/bomberman-gb,Bomberman GB (Japan),1994-06-01,Game Boy,Action,"['Number Of Players', 'Local - VS # of Players', 'Multi-cartridge Multiplayer']",Bomberman,Hudson Soft,"['Electro Source', 'Nintendo']",d8d15ed1-0454-42bc-a929-4b7f27d41a7e,/games/bomberman-gb-japan
1905,Bomberman Generation,8.1,great,Fran Mirabella III,,2002-06-12,628208a2-4646-4452-93cc-594be8d08a7f,/articles/2002/06/12/bomberman-generation,Bomberman Generation,2002-06-05,GameCube,Adventure,"['Number Of Players', 'Memory Card', 'Memory Blocks', 'Local - VS # of Players']",Bomberman,Hudson Soft,"['ACE (2)', 'Majesco']",a57c323f-343d-47ae-9b12-e328349a7ed0,/games/bomberman-generation
